c,x,y,z,c2,x2,y2,z2
#007f37,0.279,-0.413,0.498,,,,
#001542,-0.169,-0.196,0.259,,,,
#d8a802,0.609,0.577,0.847,,,,
#003d9d,-0.368,-0.494,0.616,,,,
#dca806,0.598,0.589,0.863,,,,
#002c78,-0.29,-0.371,0.471,,,,
#004411,0.189,-0.189,0.267,,,,
#d3a80a,0.578,0.536,0.827,,,,
#d7a806,0.595,0.564,0.843,,,,
#007c37,0.268,-0.406,0.486,,,,
#d29d03,0.57,0.578,0.824,,,,
#d5a802,0.607,0.562,0.835,,,,
#d4a802,0.606,0.557,0.831,,,,
#d19d0b,0.542,0.556,0.82,,,,
#eebb01,0.681,0.633,0.933,,,,
#cd9d0b,0.539,0.537,0.804,,,,
#002363,-0.243,-0.303,0.388,,,,
#c79d03,0.563,0.523,0.78,,,,
#e3bb25,0.548,0.505,0.89,,,,
#002270,-0.293,-0.327,0.439,,,,
#003a95,-0.349,-0.469,0.584,,,,
#d4a000,0.591,0.585,0.831,,,,
#2caf75,0.23,-0.459,0.686,,,,
#2baf74,0.234,-0.462,0.686,,,,
#d42200,0.139,0.82,0.831,,,,
#008732,0.324,-0.418,0.529,,,,
#003188,-0.331,-0.418,0.533,,,,
#00713d,0.205,-0.393,0.443,,,,
#c07f04,0.467,0.571,0.753,,,,
#13af6c,0.266,-0.551,0.686,,,,
#ce2200,0.139,0.796,0.808,,,,
#012f89,-0.341,-0.41,0.537,,,,
#002f82,-0.316,-0.4,0.51,,,,
#00194a,-0.185,-0.223,0.29,,,,
#00782b,0.293,-0.368,0.471,,,,
#c12204,0.123,0.731,0.757,,,,
#cfa000,0.588,0.56,0.812,,,,
#c72204,0.123,0.755,0.78,,,,
#bd2309,0.106,0.698,0.741,,,,
#e5ae02,0.635,0.624,0.898,,,,
#e4ae01,0.637,0.621,0.894,,,,
#e3ae04,0.626,0.61,0.89,,,,
#e2ae00,0.64,0.613,0.886,,,,
#e12e0d,0.135,0.82,0.882,,,,
#002765,-0.237,-0.317,0.396,,,,
#dfae00,0.638,0.598,0.875,,,,
#deae00,0.637,0.593,0.871,,,,
#ddae00,0.636,0.588,0.867,,,,
#dcae00,0.636,0.583,0.863,,,,
#db2e13,0.111,0.776,0.859,,,,
#daae00,0.634,0.573,0.855,,,,
#d9ae0c,0.592,0.544,0.851,,,,
#d8ae10,0.577,0.531,0.847,,,,
#d6ae02,0.624,0.549,0.839,,,,
#d4ae07,0.606,0.529,0.831,,,,
#d3ae09,0.598,0.52,0.827,,,,
#d2ae08,0.601,0.516,0.824,,,,
#d1ae0a,0.593,0.507,0.82,,,,
#d02e17,0.094,0.719,0.816,,,,
#001743,-0.167,-0.203,0.263,,,,
#cc2e18,0.09,0.7,0.8,,,,
#ca2e13,0.11,0.709,0.792,,,,
#c82e14,0.106,0.698,0.784,,,,
#008a36,0.322,-0.435,0.541,,,,
#007836,0.256,-0.395,0.471,,,,
#b82e1a,0.082,0.614,0.722,,,,
#007540,0.21,-0.408,0.459,,,,
#003594,-0.361,-0.454,0.58,,,,
#008c3a,0.316,-0.449,0.549,,,,
#00782a,0.296,-0.366,0.471,,,,
#c9940b,0.511,0.543,0.788,,,,
#c8940b,0.51,0.538,0.784,,,,
#dca703,0.605,0.598,0.863,,,,
#002f88,-0.338,-0.413,0.533,,,,
#006533,0.196,-0.344,0.396,,,,
#d3a703,0.6,0.553,0.827,,,,
#001321,-0.056,-0.117,0.129,,,,
#daaa02,0.616,0.581,0.855,,,,
#e9b301,0.655,0.632,0.914,,,,
#e8b301,0.654,0.627,0.91,,,,
#d6a70b,0.574,0.552,0.839,,,,
#d5a70b,0.573,0.547,0.835,,,,
#c49507,0.525,0.523,0.769,,,,
#e2b305,0.636,0.588,0.886,,,,
#d9aa02,0.615,0.576,0.851,,,,
#008e3e,0.31,-0.463,0.557,,,,
#001a5b,-0.243,-0.262,0.357,,,,
#031a13,0.028,-0.086,0.102,,,,
#deb31d,0.55,0.52,0.871,,,,
#e6b205,0.636,0.611,0.902,,,,
#e3b201,0.648,0.605,0.89,,,,
#007f35,0.285,-0.408,0.498,,,,
#0c7f39,0.268,-0.362,0.498,,,,
#00153f,-0.159,-0.189,0.247,,,,
#00712a,0.271,-0.351,0.443,,,,
#18ae6d,0.258,-0.529,0.682,,,,
#b62204,0.123,0.687,0.714,,,,
#b72208,0.106,0.678,0.718,,,,
#bf2204,0.123,0.723,0.749,,,,
#052e57,-0.161,-0.278,0.341,,,,
#002e83,-0.323,-0.4,0.514,,,,
#b02208,0.106,0.65,0.69,,,,
#003087,-0.331,-0.413,0.529,,,,
#bc2204,0.123,0.711,0.737,,,,
#e4ad02,0.631,0.622,0.894,,,,
#e3ad00,0.637,0.621,0.89,,,,
#e2ad01,0.633,0.614,0.886,,,,
#e1ad00,0.636,0.611,0.882,,,,
#e0ad00,0.635,0.606,0.878,,,,
#dfad00,0.635,0.601,0.875,,,,
#de2d0e,0.127,0.806,0.871,,,,
#ddad00,0.634,0.591,0.867,,,,
#dcad00,0.633,0.586,0.863,,,,
#dbad00,0.632,0.581,0.859,,,,
#daad05,0.614,0.566,0.855,,,,
#d9ad0c,0.589,0.547,0.851,,,,
#d8ad05,0.613,0.556,0.847,,,,
#d7ad04,0.615,0.553,0.843,,,,
#d6ad00,0.629,0.556,0.839,,,,
#d5ad01,0.624,0.549,0.835,,,,
#d12d10,0.119,0.748,0.82,,,,
#d0ad0a,0.589,0.505,0.816,,,,
#001f5a,-0.224,-0.273,0.353,,,,
#ce2d14,0.102,0.722,0.808,,,,
#cd2d0d,0.131,0.742,0.804,,,,
#ccad25,0.493,0.431,0.8,,,,
#c72d14,0.102,0.694,0.78,,,,
#af2208,0.106,0.646,0.686,,,,
#c02d15,0.098,0.663,0.753,,,,
#00702e,0.254,-0.358,0.439,,,,
#001e63,-0.259,-0.289,0.388,,,,
#01813b,0.272,-0.422,0.506,,,,
#003da5,-0.397,-0.511,0.647,,,,
#006520,0.26,-0.299,0.396,,,,
#d19c0f,0.525,0.551,0.82,,,,
#006c2f,0.236,-0.352,0.424,,,,
#007036,0.227,-0.376,0.439,,,,
#010c04,0.03,-0.031,0.047,,,,
#c99c07,0.548,0.528,0.788,,,,
#ce9c0b,0.537,0.544,0.808,,,,
#b72303,0.131,0.694,0.718,,,,
#07954f,0.275,-0.484,0.584,,,,
#006c32,0.226,-0.358,0.424,,,,
#001b50,-0.201,-0.241,0.314,,,,
#be7e05,0.459,0.562,0.745,,,,
#e0ab02,0.623,0.608,0.878,,,,
#004a16,0.195,-0.215,0.29,,,,
#00723e,0.206,-0.397,0.447,,,,
#daab12,0.563,0.546,0.855,,,,
#003a97,-0.356,-0.473,0.592,,,,
#ddab02,0.621,0.593,0.867,,,,
#d8ab06,0.604,0.56,0.847,,,,
#312d0c,0.117,0.086,0.192,,,,
#2f2d0b,0.118,0.078,0.184,,,,
#d3ab06,0.6,0.535,0.827,,,,
#d4ab02,0.615,0.548,0.831,,,,
#21ad6f,0.246,-0.491,0.678,,,,
#013d9f,-0.375,-0.493,0.624,,,,
#003d9b,-0.361,-0.489,0.608,,,,
#006130,0.192,-0.328,0.38,,,,
#002961,-0.216,-0.313,0.38,,,,
#14ad6e,0.251,-0.545,0.678,,,,
#801a0b,0.061,0.455,0.502,,,,
#831a07,0.078,0.48,0.514,,,,
#002d82,-0.322,-0.395,0.51,,,,
#881a0b,0.061,0.486,0.533,,,,
#00682f,0.221,-0.342,0.408,,,,
#b01a03,0.094,0.672,0.69,,,,
#dea90a,0.588,0.588,0.871,,,,
#002876,-0.295,-0.356,0.463,,,,
#d9a902,0.613,0.579,0.851,,,,
#d8a912,0.556,0.542,0.847,,,,
#d82300,0.143,0.835,0.847,,,,
#d7a90e,0.57,0.545,0.843,,,,
#c7980f,0.507,0.513,0.78,,,,
#d5a902,0.61,0.559,0.835,,,,
#e2ac01,0.63,0.617,0.886,,,,
#e1ac00,0.633,0.614,0.882,,,,
#002364,-0.247,-0.305,0.392,,,,
#dfac00,0.632,0.604,0.875,,,,
#deac00,0.631,0.599,0.871,,,,
#ddac00,0.631,0.594,0.867,,,,
#dcac00,0.63,0.589,0.863,,,,
#dbac00,0.629,0.584,0.859,,,,
#daac00,0.629,0.579,0.855,,,,
#d9ac07,0.604,0.56,0.851,,,,
#005f25,0.222,-0.299,0.373,,,,
#d7ac00,0.627,0.564,0.843,,,,
#d6ac01,0.622,0.557,0.839,,,,
#d5ac00,0.625,0.554,0.835,,,,
#d4ac06,0.604,0.537,0.831,,,,
#d2ac00,0.623,0.539,0.824,,,,
#d02c10,0.115,0.744,0.816,,,,
#00378c,-0.326,-0.442,0.549,,,,
#ceac0d,0.575,0.492,0.808,,,,
#cd2c11,0.11,0.729,0.804,,,,
#ccac0e,0.57,0.48,0.8,,,,
#cb2c12,0.106,0.718,0.796,,,,
#ca2c10,0.115,0.72,0.792,,,,
#c82c12,0.106,0.706,0.784,,,,
#014a1e,0.169,-0.231,0.29,,,,
#0056c7,-0.437,-0.646,0.78,,,,
#01561f,0.209,-0.26,0.337,,,,
#0fab66,0.273,-0.547,0.671,,,,
#004dae,-0.376,-0.569,0.682,,,,
#e0b304,0.638,0.58,0.878,,,,
#002568,-0.255,-0.318,0.408,,,,
#009c4b,0.316,-0.524,0.612,,,,
#005517,0.231,-0.241,0.333,,,,
#006835,0.2,-0.355,0.408,,,,
#006c25,0.269,-0.327,0.424,,,,
#0044ac,-0.399,-0.544,0.675,,,,
#0d5627,0.179,-0.224,0.337,,,,
#00642b,0.22,-0.324,0.392,,,,
#bf2304,0.127,0.722,0.749,,,,
#b22308,0.11,0.657,0.698,,,,
#006d29,0.26,-0.339,0.427,,,,
#bd2308,0.11,0.701,0.741,,,,
#007f30,0.302,-0.396,0.498,,,,
#b12308,0.11,0.653,0.694,,,,
#004b18,0.192,-0.223,0.294,,,,
#dbaa06,0.603,0.578,0.859,,,,
#ba2308,0.11,0.689,0.729,,,,
#d8aa0e,0.573,0.547,0.847,,,,
#b92308,0.11,0.685,0.725,,,,
#b82308,0.11,0.681,0.722,,,,
#d6a202,0.591,0.585,0.839,,,,
#dcaa02,0.617,0.591,0.863,,,,
#00722f,0.258,-0.365,0.447,,,,
#006430,0.203,-0.335,0.392,,,,
#e6b10a,0.616,0.604,0.902,,,,
#017233,0.244,-0.37,0.447,,,,
#0062c2,-0.377,-0.661,0.761,,,,
#d8a306,0.581,0.584,0.847,,,,
#342c0c,0.117,0.105,0.204,,,,
#302c0a,0.12,0.088,0.188,,,,
#2e2c08,0.125,0.082,0.18,,,,
#2d2c09,0.12,0.074,0.176,,,,
#d2a30e,0.549,0.538,0.824,,,,
#c7a20e,0.539,0.485,0.78,,,,
#d0a302,0.59,0.552,0.816,,,,
#af2308,0.11,0.646,0.686,,,,
#006fd1,-0.386,-0.723,0.82,,,,
#00822f,0.316,-0.4,0.51,,,,
#00712f,0.254,-0.363,0.443,,,,
#d8a002,0.586,0.601,0.847,,,,
#112c4e,-0.132,-0.2,0.306,,,,
#0dac66,0.277,-0.558,0.675,,,,
#072c54,-0.156,-0.258,0.329,,,,
#d5a002,0.584,0.586,0.835,,,,
#03ac68,0.271,-0.605,0.675,,,,
#012c7c,-0.304,-0.375,0.486,,,,
#002c81,-0.322,-0.39,0.506,,,,
#0060c6,-0.399,-0.666,0.776,,,,
#01601d,0.251,-0.275,0.376,,,,
#006831,0.214,-0.347,0.408,,,,
#00703a,0.212,-0.384,0.439,,,,
#d8a102,0.589,0.598,0.847,,,,
#01602f,0.192,-0.32,0.376,,,,
#d6a102,0.588,0.588,0.839,,,,
#e3ab00,0.632,0.627,0.89,,,,
#e2ab00,0.631,0.622,0.886,,,,
#e1ab00,0.63,0.617,0.882,,,,
#e0ab00,0.63,0.612,0.878,,,,
#dfab00,0.629,0.607,0.875,,,,
#006025,0.226,-0.301,0.376,,,,
#002770,-0.277,-0.341,0.439,,,,
#00531a,0.214,-0.245,0.325,,,,
#001737,-0.123,-0.177,0.216,,,,
#daab00,0.626,0.582,0.855,,,,
#d9ab00,0.625,0.577,0.851,,,,
#002f7c,-0.294,-0.387,0.486,,,,
#d7ab00,0.624,0.567,0.843,,,,
#d6ab00,0.623,0.562,0.839,,,,
#d5ab03,0.612,0.551,0.835,,,,
#d4ab01,0.618,0.55,0.831,,,,
#d3ab07,0.597,0.533,0.827,,,,
#d12b0f,0.115,0.752,0.82,,,,
#d0ab08,0.591,0.516,0.816,,,,
#ceab0a,0.583,0.501,0.808,,,,
#c72b10,0.11,0.709,0.78,,,,
#c62b0a,0.135,0.725,0.776,,,,
#c52b10,0.11,0.701,0.773,,,,
#007637,0.245,-0.392,0.463,,,,
#bf2b0c,0.127,0.69,0.749,,,,
#017637,0.245,-0.388,0.463,,,,
#00601d,0.251,-0.28,0.376,,,,
#003591,-0.351,-0.448,0.569,,,,
#003187,-0.328,-0.416,0.529,,,,
#005122,0.181,-0.261,0.318,,,,
#00602d,0.199,-0.32,0.376,,,,
#006c35,0.215,-0.365,0.424,,,,
#dbaa02,0.617,0.586,0.859,,,,
#daaa0e,0.574,0.557,0.855,,,,
#006b2e,0.236,-0.347,0.42,,,,
#ddaa02,0.618,0.596,0.867,,,,
#d8aa02,0.615,0.571,0.847,,,,
#dfb002,0.636,0.588,0.875,,,,
#d6aa06,0.6,0.553,0.839,,,,
#018237,0.289,-0.415,0.51,,,,
#003b92,-0.335,-0.465,0.573,,,,
#008233,0.303,-0.41,0.51,,,,
#cbaa0e,0.564,0.481,0.796,,,,
#001a4d,-0.193,-0.232,0.302,,,,
#2e2b0b,0.112,0.079,0.18,,,,
#00692b,0.239,-0.336,0.412,,,,
#016d31,0.233,-0.354,0.427,,,,
#00111d,-0.048,-0.103,0.114,,,,
#dba802,0.611,0.592,0.859,,,,
#dca802,0.612,0.597,0.863,,,,
#c21f03,0.115,0.74,0.761,,,,
#00194c,-0.193,-0.227,0.298,,,,
#d2a802,0.605,0.547,0.824,,,,
#062b4f,-0.141,-0.249,0.31,,,,
#042b5d,-0.194,-0.29,0.365,,,,
#012b7e,-0.314,-0.376,0.494,,,,
#002b7b,-0.304,-0.375,0.482,,,,
#007930,0.28,-0.383,0.475,,,,
#005a22,0.214,-0.281,0.353,,,,
#006821,0.267,-0.308,0.408,,,,
#cba80a,0.572,0.495,0.796,,,,
#00581e,0.22,-0.266,0.345,,,,
#e1aa01,0.624,0.618,0.882,,,,
#e02a11,0.102,0.805,0.878,,,,
#df2a12,0.098,0.798,0.875,,,,
#de2a04,0.155,0.841,0.871,,,,
#003791,-0.344,-0.453,0.569,,,,
#dcaa00,0.624,0.595,0.863,,,,
#dbaa00,0.624,0.59,0.859,,,,
#daaa00,0.623,0.585,0.855,,,,
#d9aa00,0.622,0.58,0.851,,,,
#d8aa00,0.622,0.575,0.847,,,,
#d7aa01,0.618,0.568,0.843,,,,
#d6aa02,0.613,0.561,0.839,,,,
#d5aa01,0.616,0.558,0.835,,,,
#d4aa02,0.612,0.551,0.831,,,,
#d3aa01,0.615,0.548,0.827,,,,
#d2aa07,0.593,0.531,0.824,,,,
#d0aa01,0.613,0.533,0.816,,,,
#cfaa07,0.591,0.516,0.812,,,,
#cd2a0e,0.115,0.74,0.804,,,,
#cc2a09,0.135,0.753,0.8,,,,
#cbaa0c,0.571,0.485,0.796,,,,
#c92a13,0.094,0.707,0.788,,,,
#c82a10,0.106,0.714,0.784,,,,
#c52a0f,0.11,0.705,0.773,,,,
#002e84,-0.326,-0.402,0.518,,,,
#00275d,-0.208,-0.299,0.365,,,,
#bd2a0d,0.119,0.68,0.741,,,,
#005a25,0.204,-0.288,0.353,,,,
#b82a11,0.102,0.647,0.722,,,,
#b42a12,0.098,0.628,0.706,,,,
#a51f0b,0.082,0.598,0.647,,,,
#a41f0b,0.082,0.594,0.643,,,,
#ac1f07,0.098,0.64,0.675,,,,
#095b2f,0.171,-0.272,0.357,,,,
#005b1f,0.227,-0.275,0.357,,,,
#001953,-0.217,-0.242,0.325,,,,
#a91f07,0.098,0.628,0.663,,,,
#ab1f0b,0.082,0.622,0.671,,,,
#c02000,0.131,0.742,0.753,,,,
#006c29,0.256,-0.337,0.424,,,,
#016430,0.203,-0.331,0.392,,,,
#0064c8,-0.392,-0.679,0.784,,,,
#005818,0.238,-0.25,0.345,,,,
#026434,0.189,-0.335,0.392,,,,
#0054b3,-0.37,-0.596,0.702,,,,
#d8a803,0.606,0.575,0.847,,,,
#046434,0.188,-0.326,0.392,,,,
#017d35,0.278,-0.399,0.49,,,,
#0045a0,-0.352,-0.519,0.627,,,,
#008330,0.316,-0.405,0.514,,,,
#9c1f0b,0.082,0.563,0.612,,,,
#136ec5,-0.342,-0.609,0.773,,,,
#006e2d,0.25,-0.351,0.431,,,,
#dca80b,0.58,0.579,0.863,,,,
#007238,0.227,-0.385,0.447,,,,
#2e2a0b,0.11,0.082,0.18,,,,
#2d2a0b,0.109,0.077,0.176,,,,
#005fc7,-0.406,-0.666,0.78,,,,
#016124,0.232,-0.296,0.38,,,,
#dfb00d,0.598,0.566,0.875,,,,
#ddb005,0.625,0.572,0.867,,,,
#0f2a50,-0.146,-0.209,0.314,,,,
#0daa67,0.266,-0.555,0.667,,,,
#e4b101,0.646,0.613,0.894,,,,
#e2b109,0.617,0.586,0.886,,,,
#002a7b,-0.307,-0.372,0.482,,,,
#006120,0.246,-0.291,0.38,,,,
#005216,0.223,-0.232,0.322,,,,
#dfb10d,0.601,0.563,0.875,,,,
#007026,0.28,-0.338,0.439,,,,
#00501e,0.191,-0.249,0.314,,,,
#ddb109,0.613,0.561,0.867,,,,
#0050a9,-0.347,-0.564,0.663,,,,
#e7b001,0.645,0.63,0.906,,,,
#e0b011,0.585,0.563,0.878,,,,
#e32902,0.159,0.868,0.89,,,,
#e1a900,0.625,0.623,0.882,,,,
#005bc2,-0.402,-0.646,0.761,,,,
#df2902,0.159,0.852,0.875,,,,
#015b1e,0.23,-0.268,0.357,,,,
#dd2903,0.155,0.841,0.867,,,,
#dc2906,0.143,0.827,0.863,,,,
#db2910,0.102,0.789,0.859,,,,
#daa901,0.617,0.586,0.855,,,,
#d9a900,0.62,0.583,0.851,,,,
#d8a900,0.619,0.578,0.847,,,,
#d7a900,0.618,0.573,0.843,,,,
#d6a902,0.611,0.564,0.839,,,,
#d5a901,0.613,0.561,0.835,,,,
#d4a900,0.616,0.558,0.831,,,,
#d3a900,0.615,0.553,0.827,,,,
#d6a803,0.604,0.565,0.839,,,,
#003f9a,-0.35,-0.492,0.604,,,,
#cca90c,0.569,0.493,0.8,,,,
#cb290b,0.123,0.743,0.796,,,,
#ca2910,0.102,0.722,0.792,,,,
#c9a910,0.553,0.47,0.788,,,,
#c7290e,0.11,0.717,0.78,,,,
#c12909,0.131,0.71,0.757,,,,
#003ea0,-0.375,-0.503,0.627,,,,
#013e98,-0.346,-0.481,0.596,,,,
#d6a504,0.592,0.572,0.839,,,,
#ad2911,0.098,0.604,0.678,,,,
#004da6,-0.347,-0.551,0.651,,,,
#005d1f,0.234,-0.279,0.365,,,,
#003c9b,-0.364,-0.487,0.608,,,,
#005020,0.184,-0.254,0.314,,,,
#006c39,0.201,-0.373,0.424,,,,
#002c7f,-0.315,-0.386,0.498,,,,
#d4a510,0.549,0.538,0.831,,,,
#035d2b,0.194,-0.295,0.365,,,,
#83190b,0.057,0.467,0.514,,,,
#84190b,0.057,0.471,0.518,,,,
#00772f,0.276,-0.376,0.467,,,,
#8a1907,0.074,0.508,0.541,,,,
#0052b3,-0.377,-0.592,0.702,,,,
#0152b3,-0.377,-0.587,0.702,,,,
#001a52,-0.211,-0.243,0.322,,,,
#0652b3,-0.376,-0.565,0.702,,,,
#006a2e,0.232,-0.345,0.416,,,,
#2d290c,0.103,0.078,0.176,,,,
#0d522b,0.151,-0.225,0.322,,,,
#0049a2,-0.346,-0.533,0.635,,,,
#002b64,-0.22,-0.324,0.392,,,,
#16a967,0.261,-0.514,0.663,,,,
#02813d,0.265,-0.422,0.506,,,,
#005929,0.187,-0.295,0.349,,,,
#07295d,-0.2,-0.272,0.365,,,,
#062948,-0.122,-0.228,0.282,,,,
#022961,-0.216,-0.304,0.38,,,,
#01a95f,0.293,-0.59,0.663,,,,
#00297e,-0.321,-0.376,0.494,,,,
#006929,0.245,-0.331,0.412,,,,
#e6b819,0.583,0.553,0.902,,,,
#daa704,0.601,0.586,0.855,,,,
#0049b3,-0.408,-0.571,0.702,,,,
#dfa801,0.617,0.614,0.875,,,,
#dea800,0.62,0.611,0.871,,,,
#dda800,0.619,0.606,0.867,,,,
#dca800,0.619,0.601,0.863,,,,
#dba800,0.618,0.596,0.859,,,,
#daa800,0.617,0.591,0.855,,,,
#d92801,0.159,0.832,0.851,,,,
#d8a805,0.599,0.571,0.847,,,,
#d7a801,0.612,0.574,0.843,,,,
#d6a805,0.597,0.561,0.839,,,,
#d52813,0.086,0.756,0.835,,,,
#d4a80e,0.565,0.533,0.831,,,,
#d3a802,0.606,0.552,0.827,,,,
#d2280f,0.102,0.758,0.824,,,,
#d1a801,0.608,0.544,0.82,,,,
#d0a809,0.579,0.523,0.816,,,,
#cf280a,0.123,0.763,0.812,,,,
#cea802,0.602,0.527,0.808,,,,
#cd280e,0.106,0.741,0.804,,,,
#cca80d,0.563,0.494,0.8,,,,
#cb2809,0.127,0.75,0.796,,,,
#caa80f,0.554,0.48,0.792,,,,
#c9a80d,0.56,0.479,0.788,,,,
#c3280e,0.106,0.702,0.765,,,,
#c12811,0.094,0.684,0.757,,,,
#005ac7,-0.423,-0.655,0.78,,,,
#0146a0,-0.348,-0.517,0.627,,,,
#007634,0.256,-0.386,0.463,,,,
#b32813,0.086,0.622,0.702,,,,
#0046b4,-0.422,-0.566,0.706,,,,
#ae2813,0.086,0.602,0.682,,,,
#f3c50e,0.667,0.602,0.953,,,,
#004bb3,-0.401,-0.576,0.702,,,,
#0149b1,-0.4,-0.562,0.694,,,,
#016d2d,0.246,-0.345,0.427,,,,
#0049b1,-0.401,-0.567,0.694,,,,
#024919,0.181,-0.212,0.286,,,,
#006d2d,0.247,-0.349,0.427,,,,
#007537,0.242,-0.39,0.459,,,,
#d6a609,0.578,0.559,0.839,,,,
#006427,0.234,-0.315,0.392,,,,
#d7a60d,0.564,0.556,0.843,,,,
#0044af,-0.41,-0.55,0.686,,,,
#02642f,0.206,-0.324,0.392,,,,
#0144a7,-0.381,-0.528,0.655,,,,
#d0a100,0.591,0.562,0.816,,,,
#004db3,-0.394,-0.581,0.702,,,,
#001f57,-0.213,-0.267,0.341,,,,
#005b20,0.224,-0.278,0.357,,,,
#0042a2,-0.369,-0.517,0.635,,,,
#0e5eb7,-0.347,-0.564,0.718,,,,
#00622b,0.213,-0.32,0.384,,,,
#002666,-0.244,-0.317,0.4,,,,
#005218,0.217,-0.237,0.322,,,,
#c2900d,0.488,0.516,0.761,,,,
#c5900d,0.489,0.53,0.773,,,,
#2a2808,0.111,0.074,0.165,,,,
#004faf,-0.373,-0.576,0.686,,,,
#016534,0.193,-0.342,0.396,,,,
#00225d,-0.225,-0.287,0.365,,,,
#006530,0.207,-0.338,0.396,,,,
#00491f,0.162,-0.236,0.286,,,,
#026520,0.259,-0.289,0.396,,,,
#0049b5,-0.415,-0.576,0.71,,,,
#16a869,0.25,-0.515,0.659,,,,
#005123,0.178,-0.263,0.318,,,,
#0e284e,-0.146,-0.204,0.306,,,,
#e6c132,0.522,0.475,0.902,,,,
#06a861,0.281,-0.57,0.659,,,,
#022860,-0.215,-0.299,0.376,,,,
#012876,-0.295,-0.351,0.463,,,,
#0040a2,-0.376,-0.512,0.635,,,,
#01409a,-0.347,-0.49,0.604,,,,
#0040a7,-0.394,-0.523,0.655,,,,
#015117,0.216,-0.228,0.318,,,,
#0040a5,-0.387,-0.519,0.647,,,,
#e1a706,0.598,0.617,0.882,,,,
#e0a700,0.618,0.624,0.878,,,,
#df2709,0.123,0.83,0.875,,,,
#00409d,-0.358,-0.501,0.616,,,,
#dd2705,0.139,0.836,0.867,,,,
#dc2704,0.143,0.835,0.863,,,,
#dba700,0.615,0.599,0.859,,,,
#daa700,0.615,0.594,0.855,,,,
#d9a70b,0.576,0.567,0.851,,,,
#d8a702,0.606,0.58,0.847,,,,
#d7a703,0.602,0.573,0.843,,,,
#d6a700,0.612,0.574,0.839,,,,
#d5a701,0.608,0.567,0.835,,,,
#d4a700,0.611,0.564,0.831,,,,
#d3a702,0.603,0.555,0.827,,,,
#d2a705,0.592,0.544,0.824,,,,
#d1a703,0.598,0.543,0.82,,,,
#d0a702,0.601,0.54,0.816,,,,
#004fa8,-0.347,-0.56,0.659,,,,
#cea701,0.603,0.532,0.808,,,,
#c9a70a,0.568,0.488,0.788,,,,
#c8a70f,0.55,0.473,0.784,,,,
#c72709,0.123,0.735,0.78,,,,
#c6a70a,0.566,0.473,0.776,,,,
#c0270b,0.114,0.701,0.753,,,,
#bd2708,0.127,0.698,0.741,,,,
#002259,-0.21,-0.278,0.349,,,,
#bb270d,0.106,0.674,0.733,,,,
#ba270d,0.106,0.67,0.729,,,,
#b9270e,0.102,0.663,0.725,,,,
#b8270d,0.106,0.662,0.722,,,,
#b4270c,0.11,0.65,0.706,,,,
#e5bf35,0.505,0.47,0.898,,,,
#004db7,-0.409,-0.59,0.718,,,,
#016c39,0.201,-0.368,0.424,,,,
#001d52,-0.201,-0.251,0.322,,,,
#003e87,-0.284,-0.447,0.529,,,,
#004099,-0.343,-0.492,0.6,,,,
#209659,0.238,-0.397,0.588,,,,
#c21e07,0.094,0.727,0.761,,,,
#c71e03,0.11,0.761,0.78,,,,
#c61e07,0.094,0.743,0.776,,,,
#004baa,-0.368,-0.556,0.667,,,,
#003c93,-0.335,-0.469,0.576,,,,
#014bae,-0.383,-0.56,0.682,,,,
#003b91,-0.331,-0.462,0.569,,,,
#2a2707,0.112,0.079,0.165,,,,
#292709,0.104,0.07,0.161,,,,
#22a768,0.248,-0.459,0.655,,,,
#003a8c,-0.316,-0.449,0.549,,,,
#1da765,0.26,-0.475,0.655,,,,
#0049a1,-0.342,-0.531,0.631,,,,
#082754,-0.173,-0.243,0.329,,,,
#06a75e,0.289,-0.562,0.655,,,,
#052765,-0.236,-0.294,0.396,,,,
#012765,-0.237,-0.312,0.396,,,,
#0048af,-0.397,-0.56,0.686,,,,
#0848a7,-0.365,-0.505,0.655,,,,
#144827,0.126,-0.161,0.282,,,,
#001853,-0.221,-0.239,0.325,,,,
#00408d,-0.299,-0.465,0.553,,,,
#00389b,-0.377,-0.477,0.608,,,,
#0059b7,-0.368,-0.616,0.718,,,,
#df2607,0.127,0.838,0.875,,,,
#0153b3,-0.374,-0.59,0.702,,,,
#dda60e,0.564,0.583,0.867,,,,
#dc2609,0.119,0.819,0.863,,,,
#dba600,0.612,0.602,0.859,,,,
#daa600,0.612,0.597,0.855,,,,
#d9a601,0.608,0.59,0.851,,,,
#d8a609,0.579,0.569,0.847,,,,
#d7a600,0.61,0.582,0.843,,,,
#d6a600,0.609,0.577,0.839,,,,
#d5a602,0.602,0.568,0.835,,,,
#d4a601,0.604,0.565,0.831,,,,
#d3a601,0.604,0.56,0.827,,,,
#d2a602,0.6,0.553,0.824,,,,
#d1a609,0.575,0.534,0.82,,,,
#865903,0.326,0.397,0.525,,,,
#008734,0.318,-0.423,0.529,,,,
#cb2608,0.123,0.755,0.796,,,,
#ca2608,0.123,0.751,0.792,,,,
#c9260c,0.106,0.733,0.788,,,,
#961e0b,0.078,0.54,0.588,,,,
#c6260b,0.11,0.725,0.776,,,,
#c5260e,0.098,0.711,0.773,,,,
#c4260b,0.11,0.717,0.769,,,,
#c2260b,0.11,0.709,0.761,,,,
#004ab3,-0.405,-0.574,0.702,,,,
#bf2608,0.123,0.707,0.749,,,,
